Year,GlobalTempAnomaly,CO2Concentration,OceanHeatContent,SeaLevelRise
1970.1260273972603,0.043,325.21,1.89,0.13
1970.1287671232876,0.022,325.27,1.89,0.13
1970.131506849315,0.051,325.31,1.91,0.13
1970.1342465753426,0.048,325.28,1.89,0.13
1970.13698630137,0.064,325.25,1.91,0.14
1970.1397260273973,-0.007,325.24,1.91,0.14
1970.1424657534246,0.005,325.23,1.9,0.14
1970.145205479452,0.013,325.27,1.9,0.15
1970.1479452054793,0.017,325.33,1.88,0.15
1970.150684931507,0.069,325.2,1.9,0.15
1970.1534246575343,0.024,325.3,1.92,0.15
1970.1561643835616,0.043,325.24,1.9,0.16
1970.158904109589,0.054,325.29,1.89,0.16
1970.1616438356164,0.038,325.23,1.9,0.16
1970.164383561644,0.052,325.36,1.95,0.16
1970.1671232876713,0.067,325.38,1.96,0.17
1970.1698630136987,0.006,325.35,1.95,0.17
1970.172602739726,0.042,325.42,1.94,0.17
1970.1753424657534,0.018,325.38,1.95,0.18
1970.1780821917807,0.012,325.37,1.96,0.18
1970.1808219178083,0.032,325.41,1.94,0.18
1970.1835616438357,0.053,325.36,1.94,0.18
1970.186301369863,0.069,325.43,1.96,0.19
1970.1890410958904,0.043,325.36,1.93,0.19
1970.1917808219177,0.012,325.49,1.96,0.19
1970.194520547945,0.019,325.37,1.95,0.19
1970.1972602739727,0.008,325.38,1.95,0.2
1970.2,0.013,325.4,1.94,0.2
1970.2027397260274,0.027,325.28,1.97,0.2
1970.2054794520548,0.026,325.38,1.95,0.21
1970.2082191780821,0.035,325.44,1.95,0.21
1970.2109589041097,0.017,325.38,1.97,0.21
1970.213698630137,0.029,325.43,1.94,0.21
1970.2164383561644,0.075,325.41,1.95,0.22
1970.2191780821918,0.057,325.45,1.95,0.22
1970.2219178082191,0.014,325.34,1.95,0.22
1970.2246575342465,0.011,325.36,1.94,0.22
1970.227397260274,0.033,325.42,1.94,0.23
1970.2301369863014,0.051,325.38,1.96,0.23
1970.2328767123288,0.023,325.44,1.93,0.23
1970.2356164383561,-0.005,325.4,1.95,0.24
1970.2383561643835,0.042,325.51,1.95,0.24
1970.2410958904109,0.018,325.39,1.96,0.24
1970.2438356164384,0.016,325.41,1.95,0.24
1970.2465753424658,0.042,325.48,2.0,0.25
1970.2493150684932,0.021,325.5,2.02,0.25
1970.2520547945205,0.013,325.51,2.02,0.25
1970.2547945205479,0.058,325.46,2.01,0.25
1970.2575342465752,0.017,325.47,1.99,0.26
1970.2602739726028,0.028,325.55,2.0,0.26
1970.2630136986302,0.06,325.46,2.02,0.26
1970.2657534246575,0.011,325.48,2.0,0.27
1970.268493150685,0.053,325.48,2.0,0.27
1970.2712328767122,0.039,325.41,1.99,0.27
1970.2739726027398,0.054,325.49,1.99,0.27
1970.2767123287672,0.008,325.53,2.0,0.28
1970.2794520547945,0.045,325.52,2.01,0.28
1970.282191780822,0.016,325.54,1.99,0.28
1970.2849315068493,0.049,325.48,1.98,0.28
1970.2876712328766,0.012,325.49,1.99,0.29
1970.2904109589042,0.04,325.55,2.0,0.29
1970.2931506849316,-0.013,325.44,2.0,0.29
1970.295890410959,0.043,325.47,2.0,0.3
1970.2986301369863,0.003,325.4,2.0,0.3
1970.3013698630136,0.029,325.55,2.01,0.3
1970.304109589041,0.024,325.49,2.01,0.3
1970.3068493150686,0.067,325.42,2.01,0.31
1970.309589041096,0.014,325.59,2.0,0.31
1970.3123287671233,0.015,325.49,2.01,0.31
1970.3150684931506,-0.018,325.54,1.99,0.32
1970.317808219178,0.021,325.5,2.01,0.32
1970.3205479452056,0.018,325.44,2.01,0.32
1970.323287671233,0.061,325.46,2.01,0.32
1970.3260273972603,0.036,325.51,2.01,0.33
1970.3287671232877,0.019,325.56,2.05,0.33
1970.331506849315,0.064,325.56,2.05,0.33
1970.3342465753424,0.013,325.55,2.06,0.33
1970.33698630137,0.051,325.59,2.05,0.34
1970.3397260273973,0.011,325.64,2.04,0.34
1970.3424657534247,0.054,325.58,2.05,0.34
1970.345205479452,0.016,325.54,2.05,0.35
1970.3479452054794,0.005,325.67,2.04,0.35
1970.3506849315067,0.036,325.62,2.06,0.35
1970.3534246575343,0.035,325.63,2.06,0.35
1970.3561643835617,0.01,325.61,2.04,0.36
1970.358904109589,0.018,325.54,2.05,0.36
1970.3616438356164,0.035,325.61,2.05,0.36
1970.3643835616438,0.031,325.6,2.04,0.36
1970.3671232876711,0.007,325.59,2.05,0.37
1970.3698630136987,0.053,325.55,2.06,0.37
1970.372602739726,0.023,325.58,2.04,0.37
1970.3753424657534,0.052,325.59,2.05,0.38
1970.3780821917808,0.012,325.6,2.05,0.38
1970.3808219178081,0.05,325.55,2.04,0.38
1970.3835616438357,0.057,325.59,2.05,0.38
1970.386301369863,0.026,325.63,2.06,0.39
1970.3890410958904,0.055,325.62,2.06,0.39
1970.3917808219178,0.036,325.64,2.04,0.39
1970.3945205479451,0.031,325.69,2.05,0.39
1970.3972602739725,0.047,325.63,2.06,0.4
1970.4,0.022,325.57,2.06,0.4
1970.4027397260274,0.008,325.63,2.04,0.4
1970.4054794520548,-0.003,325.54,2.06,0.41
1970.4082191780822,0.048,325.58,2.05,0.41
1970.4109589041095,0.011,325.68,2.1,0.41
1970.4136986301369,0.036,325.63,2.11,0.41
1970.4164383561645,0.023,325.58,2.12,0.42
1970.4191780821918,0.045,325.69,2.11,0.42
1970.4219178082192,0.027,325.69,2.09,0.42
1970.4246575342465,0.083,325.78,2.09,0.42
1970.427397260274,0.017,325.74,2.11,0.43
1970.4301369863015,0.046,325.72,2.09,0.43
1970.4328767123288,0.021,325.7,2.09,0.43
1970.4356164383562,0.008,325.65,2.09,0.44
1970.4383561643835,0.039,325.66,2.1,0.44
1970.441095890411,0.013,325.72,2.1,0.44
1970.4438356164383,0.046,325.62,2.07,0.44
1970.4465753424658,0.019,325.6,2.11,0.45
1970.4493150684932,0.055,325.61,2.11,0.45
1970.4520547945206,0.017,325.73,2.11,0.45
1970.454794520548,0.022,325.73,2.09,0.45
1970.4575342465753,0.054,325.63,2.12,0.46
1970.4602739726026,0.036,325.69,2.1,0.46
1970.4630136986302,0.046,325.66,2.1,0.46
1970.4657534246576,0.029,325.72,2.09,0.47
1970.468493150685,0.052,325.68,2.1,0.47
1970.4712328767123,0.043,325.8,2.1,0.47
1970.4739726027397,0.002,325.73,2.1,0.47
1970.4767123287672,0.04,325.69,2.11,0.48
1970.4794520547946,0.023,325.66,2.08,0.48
1970.482191780822,-0.008,325.66,2.1,0.48
1970.4849315068493,0.037,325.65,2.09,0.48
1970.4876712328767,0.031,325.68,2.09,0.49
1970.490410958904,0.025,325.73,2.1,0.49
1970.4931506849316,-0.005,325.8,2.15,0.49
1970.495890410959,0.055,325.76,2.13,0.5
1970.4986301369863,0.029,325.73,2.14,0.5
1970.5013698630137,0.058,325.78,2.15,0.5
1970.504109589041,0.04,325.68,2.14,0.5
1970.5068493150684,0.007,325.8,2.14,0.51
1970.509589041096,0.02,325.73,2.16,0.51
1970.5123287671233,0.043,325.78,2.14,0.51
1970.5150684931507,0.027,325.79,2.15,0.52
1970.517808219178,0.024,325.82,2.16,0.52
1970.5205479452054,0.003,325.83,2.15,0.52
1970.5232876712328,0.041,325.74,2.16,0.52
1970.5260273972603,-0.025,325.85,2.12,0.53
1970.5287671232877,0.005,325.76,2.15,0.53
1970.531506849315,0.034,325.74,2.16,0.53
1970.5342465753424,0.048,325.79,2.14,0.53
1970.5369863013698,0.072,325.88,2.15,0.54
1970.5397260273974,0.052,325.78,2.15,0.54
1970.5424657534247,0.033,325.79,2.15,0.54
1970.545205479452,0.022,325.75,2.15,0.55
1970.5479452054794,0.045,325.8,2.14,0.55
1970.5506849315068,0.023,325.84,2.16,0.55
1970.5534246575342,0.021,325.78,2.15,0.55
1970.5561643835617,0.04,325.74,2.13,0.56
1970.558904109589,0.03,325.73,2.15,0.56
1970.5616438356165,0.015,325.68,2.14,0.56
1970.5643835616438,0.034,325.74,2.15,0.56
1970.5671232876712,0.02,325.84,2.14,0.57
1970.5698630136985,-0.02,325.86,2.14,0.57
1970.572602739726,0.064,325.83,2.14,0.57
1970.5753424657535,0.024,325.9,2.21,0.58
1970.5780821917808,0.037,325.95,2.2,0.58
1970.5808219178082,0.033,325.89,2.2,0.58
1970.5835616438355,0.05,325.92,2.21,0.58
1970.5863013698631,0.028,325.94,2.2,0.59
1970.5890410958905,0.025,325.91,2.18,0.59
1970.5917808219178,0.037,325.88,2.2,0.59
1970.5945205479452,0.047,325.82,2.21,0.59
1970.5972602739726,0.012,325.86,2.19,0.6
1970.6,0.033,325.86,2.2,0.6
1970.6027397260275,0.038,325.82,2.2,0.6
1970.6054794520549,0.086,325.94,2.2,0.61
1970.6082191780822,0.022,325.93,2.19,0.61
1970.6109589041096,0.049,325.93,2.19,0.61
1970.613698630137,0.019,325.96,2.21,0.61
1970.6164383561643,0.005,325.92,2.21,0.62
1970.6191780821919,0.012,325.95,2.2,0.62
1970.6219178082192,0.038,325.89,2.18,0.62
1970.6246575342466,0.019,325.87,2.19,0.62
1970.627397260274,0.005,325.88,2.22,0.63
1970.6301369863013,0.035,325.9,2.2,0.63
1970.6328767123289,0.066,325.79,2.21,0.63
1970.6356164383562,0.051,325.9,2.2,0.64
1970.6383561643836,0.065,325.93,2.21,0.64
1970.641095890411,0.012,325.9,2.2,0.64
1970.6438356164383,0.002,325.88,2.19,0.64
1970.6465753424657,0.043,325.89,2.21,0.65
1970.6493150684933,0.059,325.87,2.2,0.65
1970.6520547945206,0.039,325.94,2.2,0.65
1970.654794520548,0.058,325.85,2.22,0.65
1970.6575342465753,0.036,326.01,2.25,0.66
1970.6602739726027,0.006,326.05,2.26,0.66
1970.66301369863,0.028,325.96,2.25,0.66
1970.6657534246576,0.044,325.97,2.25,0.67
1970.668493150685,0.051,325.99,2.24,0.67
1970.6712328767123,0.047,326.03,2.25,0.67
1970.6739726027397,0.07,325.97,2.26,0.67
1970.676712328767,-0.002,325.98,2.24,0.68
1970.6794520547944,0.027,326.03,2.26,0.68
1970.682191780822,0.041,325.94,2.25,0.68
1970.6849315068494,0.033,325.94,2.25,0.68
1970.6876712328767,0.04,326.07,2.26,0.69
1970.690410958904,0.022,325.92,2.23,0.69
1970.6931506849314,0.054,325.99,2.25,0.69
1970.695890410959,0.011,326.01,2.25,0.7
1970.6986301369864,0.031,325.97,2.24,0.7
1970.7013698630137,0.027,325.95,2.25,0.7
1970.704109589041,0.007,326.0,2.26,0.7
1970.7068493150684,0.027,325.94,2.25,0.71
1970.7095890410958,0.023,326.02,2.24,0.71
1970.7123287671234,0.013,325.93,2.25,0.71
1970.7150684931507,0.061,325.93,2.26,0.72
1970.717808219178,0.045,326.02,2.26,0.72
1970.7205479452055,0.023,326.04,2.24,0.72
1970.7232876712328,0.031,326.03,2.25,0.72
1970.7260273972602,0.029,325.86,2.24,0.73
1970.7287671232878,0.012,326.02,2.25,0.73
1970.731506849315,0.039,326.0,2.25,0.73
1970.7342465753425,0.031,325.95,2.25,0.73
1970.7369863013698,0.028,326.02,2.23,0.74
1970.7397260273972,0.008,326.15,2.3,0.74
1970.7424657534248,0.027,326.13,2.3,0.74
1970.7452054794521,0.04,325.99,2.3,0.75
1970.7479452054795,-0.004,326.13,2.3,0.75
1970.7506849315068,0.048,326.05,2.3,0.75
1970.7534246575342,0.04,326.13,2.31,0.75
1970.7561643835616,0.036,326.05,2.3,0.76
1970.7589041095891,0.022,326.09,2.32,0.76
1970.7616438356165,0.049,326.03,2.3,0.76
1970.7643835616439,0.026,326.13,2.3,0.76
1970.7671232876712,0.035,326.1,2.3,0.77
1970.7698630136986,0.033,326.1,2.3,0.77
1970.772602739726,0.024,326.06,2.33,0.77
1970.7753424657535,0.059,326.12,2.31,0.78
1970.7780821917809,0.028,326.08,2.3,0.78
1970.7808219178082,0.019,325.99,2.3,0.78
1970.7835616438356,0.037,326.07,2.31,0.78
1970.786301369863,0.018,326.06,2.29,0.79
1970.7890410958903,0.021,326.07,2.3,0.79
1970.7917808219179,0.037,326.04,2.31,0.79
1970.7945205479452,0.023,326.04,2.29,0.79
1970.7972602739726,0.065,326.09,2.31,0.8
1970.8,0.035,326.07,2.31,0.8
1970.8027397260273,0.029,326.04,2.31,0.8
1970.805479452055,0.015,326.11,2.32,0.81
1970.8082191780823,0.05,326.1,2.3,0.81
1970.8109589041096,0.039,326.09,2.31,0.81
1970.813698630137,0.044,326.15,2.3,0.81
1970.8164383561643,0.008,326.15,2.3,0.82
1970.8191780821917,0.035,326.16,2.29,0.82
1970.8219178082193,0.031,326.19,2.34,0.82
1970.8246575342466,0.03,326.08,2.36,0.82
1970.827397260274,0.02,326.14,2.35,0.83
1970.8301369863013,0.062,326.25,2.35,0.83
1970.8328767123287,0.101,326.16,2.33,0.83
1970.835616438356,0.057,326.19,2.35,0.84
1970.8383561643836,0.02,326.14,2.34,0.84
1970.841095890411,0.014,326.23,2.35,0.84
1970.8438356164384,0.002,326.16,2.34,0.84
